Grapheme	Name	Alias	advancedTongueRoot	anterior	approximant	back	click	consonantal	constrictedGlottis	continuant	coronal	delayedRelease	distributed	dorsal	epilaryngealSource	fortis	front	high	labial	labiodental	lateral	long	low	loweredLarynxImplosive	nasal	periodicGlottalSource	raisedLarynxEjective	retractedTongueRoot	round	short	sonorant	spreadGlottis	stress	strident	syllabic	tap	tense	tone	trill
qχʰː	latin small letter q - greek small letter chi - modifier letter small h - modifier letter triangular colon		0	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	-	0	-	+	-	-	-	-	-	0	0	-	-	+	-	0	-	-	0	0	-
qχʷ	latin small letter q - greek small letter chi - modifier letter small w		0	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	0	-	-	0	0	-
qχʷʼ	latin small letter q - greek small letter chi - modifier letter small w - modifier letter apostrophe		0	0	-	+	-	+	+	-	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	-	+	0	+	-	-	-	-	0	-	-	0	0	-
qχʷˤ	latin small letter q - greek small letter chi - modifier letter small w - modifier letter small reversed glottal stop		-	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	-	-	+	+	-	-	-	-	0	-	-	0	0	-
qχʷˤʼ	latin small letter q - greek small letter chi - modifier letter small w - modifier letter small reversed glottal stop - modifier letter apostrophe		-	0	-	+	-	+	+	-	-	+	0	+	-	-	-	-	+	-	-	-	-	-	-	-	+	+	+	-	-	-	-	0	-	-	0	0	-
qχʼ	latin small letter q - greek small letter chi - modifier letter apostrophe		0	0	-	+	-	+	+	-	-	+	0	+	-	-	-	-	-	0	-	-	-	-	-	-	+	0	0	-	-	-	-	0	-	-	0	0	-
qχʼː	latin small letter q - greek small letter chi - modifier letter apostrophe - modifier letter triangular colon		0	0	-	+	-	+	+	-	-	+	0	+	-	-	-	-	-	0	-	+	-	-	-	-	+	0	0	-	-	-	-	0	-	-	0	0	-
qχː	latin small letter q - greek small letter chi - modifier letter triangular colon		0	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	-	0	-	+	-	-	-	-	-	0	0	-	-	-	-	0	-	-	0	0	-
qχˤ	latin small letter q - greek small letter chi - modifier letter small reversed glottal stop		-	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	-	0	-	-	-	-	-	-	-	+	0	-	-	-	-	0	-	-	0	0	-
qχˤʼ	latin small letter q - greek small letter chi - modifier letter small reversed glottal stop - modifier letter apostrophe		-	0	-	+	-	+	+	-	-	+	0	+	-	-	-	-	-	0	-	-	-	-	-	-	+	+	0	-	-	-	-	0	-	-	0	0	-
qχˤː	latin small letter q - greek small letter chi - modifier letter small reversed glottal stop - modifier letter triangular colon		-	0	-	+	-	+	-	-	-	+	0	+	-	-	-	-	-	0	-	+	-	-	-	-	-	+	0	-	-	-	-	0	-	-	0	0	-
r	latin small letter r		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rʰ	latin small letter r - modifier letter small h		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	+	-	-	-	-	0	0	+
rʱ	latin small letter r - modifier letter small h with hook		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	-	0	0	+
rʲ	latin small letter r - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rʲː	latin small letter r - modifier letter small j - modifier letter triangular colon		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	+	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rʷ	latin small letter r - modifier letter small w		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	+	-	-	-	0	-	-	+	-	0	+	-	+	-	-	-	-	-	0	0	+
rʼ	latin small letter r - modifier letter apostrophe		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	+	-	-	-	-	-	0	0	+
rʼː	latin small letter r - modifier letter apostrophe - modifier letter triangular colon		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	-	+	0	0	-	+	-	-	-	-	-	0	0	+
rˀ	latin small letter r - modifier letter glottal stop		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rː	latin small letter r - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rˑ	latin small letter r - modifier letter half triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	+	+	-	-	-	-	-	0	0	+
rˤ	latin small letter r - modifier letter small reversed glottal stop		-	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
rˤː	latin small letter r - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
r̃	latin small letter r - combining tilde		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	+	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̝	latin small letter r - combining up tack below		0	+	+	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̟	latin small letter r - combining plus sign below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̠	latin small letter r - combining minus sign below		0	-	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̠ʲ	latin small letter r - combining minus sign below - modifier letter small j		0	-	+	-	-	+	-	+	+	0	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̠̙	latin small letter r - combining minus sign below - combining right tack below		-	-	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
r̤	latin small letter r - combining diaeresis below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	+	-	-	-	-	0	0	+
r̥	latin small letter r - combining ring below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̥ʲ	latin small letter r - combining ring below - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̥ʲː	latin small letter r - combining ring below - modifier letter small j - modifier letter triangular colon		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̥ː	latin small letter r - combining ring below - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̩	latin small letter r - combining vertical line below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	+	-	0	0	+
r̪	latin small letter r - combining bridge below		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪|r	latin small letter r - combining bridge below - vertical line - latin small letter r		0	+	+	0	-	+	-	+	+	0	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪ʲ	latin small letter r - combining bridge below - modifier letter small j		0	+	+	-	-	+	-	+	+	0	+	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪ʲ|rʲ	latin small letter r - combining bridge below - modifier letter small j - vertical line - latin small letter r - modifier letter small j		0	+	+	-	-	+	-	+	+	0	0	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪ː	latin small letter r - combining bridge below - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪ˠ|rˠ	latin small letter r - combining bridge below - modifier letter small gamma - vertical line - latin small letter r - modifier letter small gamma		0	+	+	-	-	+	-	+	+	0	0	+	-	-	-	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪ˤ	latin small letter r - combining bridge below - modifier letter small reversed glottal stop		-	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
r̪ˤ|rˤ	latin small letter r - combining bridge below - modifier letter small reversed glottal stop - vertical line - latin small letter r - modifier letter small reversed glottal stop		-	+	+	0	-	+	-	+	+	0	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
r̪ˤː	latin small letter r - combining bridge below - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	+	0	-	+	-	+	+	0	+	-	-	-	0	0	-	0	-	+	0	-	-	+	-	+	0	-	+	-	-	-	-	-	0	0	+
r̪̥|r̥	latin small letter r - combining bridge below - combining ring below - vertical line - latin small letter r - combining ring below		0	+	+	0	-	+	-	+	+	0	0	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪̰|r̰	latin small letter r - combining bridge below - combining tilde below - vertical line - latin small letter r - combining tilde below		0	+	+	0	-	+	+	+	+	0	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̪͓|r͓	latin small letter r - combining bridge below - combining x below - vertical line - latin small letter r - combining x below		0	+	+	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̰	latin small letter r - combining tilde below		0	+	+	0	-	+	+	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̺	latin small letter r - combining inverted bridge below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̺ʲ	latin small letter r - combining inverted bridge below - modifier letter small j		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	-	0	-	-	-	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r̺̥	latin small letter r - combining inverted bridge below - combining ring below		0	+	+	0	-	+	-	+	+	0	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	+	-	-	-	-	-	0	0	+
r̺͈	latin small letter r - combining inverted bridge below - combining double vertical line below		0	+	+	0	-	+	-	+	+	0	-	-	-	+	0	0	-	0	-	-	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
r͈ː	latin small letter r - combining double vertical line below - modifier letter triangular colon		0	+	+	0	-	+	-	+	+	0	-	-	-	+	0	0	-	0	-	+	0	-	-	+	-	0	0	-	+	-	-	-	-	-	0	0	+
rᶣ	latin small letter r - modifier letter small turned h		0	+	+	-	-	+	-	+	+	0	-	+	-	-	+	+	+	-	-	-	-	-	-	+	-	0	+	-	+	-	-	-	-	-	0	0	+
s	latin small letter s		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sʰ	latin small letter s - modifier letter small h		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
sʲ	latin small letter s - modifier letter small j		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sʲʰ	latin small letter s - modifier letter small j - modifier letter small h		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
sʲː	latin small letter s - modifier letter small j - modifier letter triangular colon		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sʲˑ	latin small letter s - modifier letter small j - modifier letter half triangular colon		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	+	-	-	-	+	-	-	0	0	-
sʷ	latin small letter s - modifier letter small w		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
sʷʲ	latin small letter s - modifier letter small w - modifier letter small j		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
sʼ	latin small letter s - modifier letter apostrophe		0	+	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
sʼː	latin small letter s - modifier letter apostrophe - modifier letter triangular colon		0	+	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
sˀ	latin small letter s - modifier letter glottal stop		0	+	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sː	latin small letter s - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sˑ	latin small letter s - modifier letter half triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	+	-	-	-	+	-	-	0	0	-
sˠ	latin small letter s - modifier letter small gamma		0	+	-	-	-	+	-	+	+	+	-	+	-	-	-	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sˤ	latin small letter s - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
sˤː	latin small letter s - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
s̙ˤ	latin small letter s - combining right tack below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
s̟	latin small letter s - combining plus sign below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̠	latin small letter s - combining minus sign below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̩	latin small letter s - combining vertical line below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	+	-	0	0	-
s̪	latin small letter s - combining bridge below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪|s	latin small letter s - combining bridge below - vertical line - latin small letter s		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ʰ|sʰ	latin small letter s - combining bridge below - modifier letter small h - vertical line - latin small letter s - modifier letter small h		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
s̪ʲ	latin small letter s - combining bridge below - modifier letter small j		0	+	-	-	-	+	-	+	+	+	+	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ʲ|sʲ	latin small letter s - combining bridge below - modifier letter small j - vertical line - latin small letter s - modifier letter small j		0	+	-	-	-	+	-	+	+	+	0	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ʷ	latin small letter s - combining bridge below - modifier letter small w		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
s̪ʷ|sʷ	latin small letter s - combining bridge below - modifier letter small w - vertical line - latin small letter s - modifier letter small w		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
s̪ʷʲ	latin small letter s - combining bridge below - modifier letter small w - modifier letter small j		0	+	-	-	-	+	-	+	+	+	+	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
s̪ʷː|sʷː	latin small letter s - combining bridge below - modifier letter small w - modifier letter triangular colon - vertical line - latin small letter s - modifier letter small w - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	+	-	-	+	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
s̪ʼ	latin small letter s - combining bridge below - modifier letter apostrophe		0	+	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
s̪ʼ|sʼ	latin small letter s - combining bridge below - modifier letter apostrophe - vertical line - latin small letter s - modifier letter apostrophe		0	+	-	0	-	+	+	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
s̪ˀ	latin small letter s - combining bridge below - modifier letter glottal stop		0	+	-	0	-	+	+	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ː	latin small letter s - combining bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ː|sː	latin small letter s - combining bridge below - modifier letter triangular colon - vertical line - latin small letter s - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̪ˤ	latin small letter s - combining bridge below - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
s̪ˤ|sˤ	latin small letter s - combining bridge below - modifier letter small reversed glottal stop - vertical line - latin small letter s - modifier letter small reversed glottal stop		-	+	-	0	-	+	-	+	+	+	0	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
s̪ˤː	latin small letter s - combining bridge below - modifier letter small reversed glottal stop - modifier letter triangular colon		-	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	-	+	0	-	-	-	-	+	-	-	0	0	-
s̪̻	latin small letter s - combining bridge below - combining square below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̰	latin small letter s - combining tilde below		0	+	-	0	-	+	+	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
s̺	latin small letter s - combining inverted bridge below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̺ː	latin small letter s - combining inverted bridge below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̺̠	latin small letter s - combining inverted bridge below - combining minus sign below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̻	latin small letter s - combining square below		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̻ː	latin small letter s - combining square below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s̻̠	latin small letter s - combining square below - combining minus sign below		0	-	-	0	-	+	-	+	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s͇	latin small letter s - combining equals sign below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
s͈	latin small letter s - combining double vertical line below		0	+	-	0	-	+	-	+	+	+	-	-	-	+	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s͈ː	latin small letter s - combining double vertical line below - modifier letter triangular colon		0	+	-	0	-	+	-	+	+	+	-	-	-	+	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
s͉	latin small letter s - combining left angle below		0	+	-	0	-	+	-	+	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
sᶣ	latin small letter s - modifier letter small turned h		0	+	-	-	-	+	-	+	+	+	-	+	-	-	+	+	+	-	-	-	-	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
t	latin small letter t		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ts	latin small letter t - latin small letter s		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsʰ	latin small letter t - latin small letter s - modifier letter small h		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
tsʰː	latin small letter t - latin small letter s - modifier letter small h - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
tsʲ	latin small letter t - latin small letter s - modifier letter small j		0	+	-	-	-	+	-	-	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsʲʰ	latin small letter t - latin small letter s - modifier letter small j - modifier letter small h		0	+	-	-	-	+	-	-	+	+	-	+	-	-	+	+	-	0	-	-	-	-	-	-	-	0	0	-	-	+	-	+	-	-	0	0	-
tsʲː	latin small letter t - latin small letter s - modifier letter small j - modifier letter triangular colon		0	+	-	-	-	+	-	-	+	+	-	+	-	-	+	+	-	0	-	+	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsʷ	latin small letter t - latin small letter s - modifier letter small w		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	-	-	+	-	-	0	0	-
tsʷʰ	latin small letter t - latin small letter s - modifier letter small w - modifier letter small h		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	-	-	0	+	-	-	+	-	+	-	-	0	0	-
tsʷʼ	latin small letter t - latin small letter s - modifier letter small w - modifier letter apostrophe		0	+	-	0	-	+	+	-	+	+	-	-	-	-	0	0	+	-	-	-	0	-	-	-	+	0	+	-	-	-	-	+	-	-	0	0	-
tsʼ	latin small letter t - latin small letter s - modifier letter apostrophe		0	+	-	0	-	+	+	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
tsʼː	latin small letter t - latin small letter s - modifier letter apostrophe - modifier letter triangular colon		0	+	-	0	-	+	+	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	+	0	0	-	-	-	-	+	-	-	0	0	-
tsˀ	latin small letter t - latin small letter s - modifier letter glottal stop		0	+	-	0	-	+	+	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsː	latin small letter t - latin small letter s - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsˠ	latin small letter t - latin small letter s - modifier letter small gamma		0	+	-	-	-	+	-	-	+	+	-	+	-	-	-	+	-	0	-	-	-	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
tsˤʰ	latin small letter t - latin small letter s - modifier letter small reversed glottal stop - modifier letter small h		-	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	+	0	-	-	+	-	+	-	-	0	0	-
ts̪	latin small letter t - latin small letter s - combining bridge below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ts̰	latin small letter t - latin small letter s - combining tilde below		0	+	-	0	-	+	+	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	+	-	0	0	-	-	-	-	+	-	-	0	0	-
ts̺	latin small letter t - latin small letter s - combining inverted bridge below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ts̻	latin small letter t - latin small letter s - combining square below		0	+	-	0	-	+	-	-	+	+	+	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	+	-	-	0	0	-
ts͇	latin small letter t - latin small letter s - combining equals sign below		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	-	-	-	-	-	0	0	-
ts͇ʰ	latin small letter t - latin small letter s - combining equals sign below - modifier letter small h		0	+	-	0	-	+	-	-	+	+	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
tʰ	latin small letter t - modifier letter small h		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
tʰʼ	latin small letter t - modifier letter small h - modifier letter apostrophe		0	+	-	0	-	+	+	-	+	-	-	-	-	-	0	0	-	0	-	-	0	-	-	-	+	0	0	-	-	-	-	-	-	-	0	0	-
tʰː	latin small letter t - modifier letter small h - modifier letter triangular colon		0	+	-	0	-	+	-	-	+	-	-	-	-	-	0	0	-	0	-	+	0	-	-	-	-	0	0	-	-	+	-	-	-	-	0	0	-
