GRAPHEME	NAME
ɕ̟	advanced voiceless alveolo-palatal sibilant fricative consonant
ɕ̠	retracted voiceless alveolo-palatal sibilant fricative consonant
ɕ̩	syllabic voiceless alveolo-palatal sibilant fricative consonant
ɕ̩ʲ	syllabic palatalized voiceless alveolo-palatal sibilant fricative consonant
ɕ̩ʲː	syllabic palatalized long voiceless alveolo-palatal sibilant fricative consonant
ɕ̩ʷ	syllabic labialized voiceless alveolo-palatal sibilant fricative consonant
ɕ̩ʷː	syllabic labialized long voiceless alveolo-palatal sibilant fricative consonant
ɕ̩ː	syllabic long voiceless alveolo-palatal sibilant fricative consonant
ɕ̺	voiceless apical alveolo-palatal sibilant fricative consonant
ɕ̻	voiceless laminal alveolo-palatal sibilant fricative consonant
ɕᶣ	labio-palatalized voiceless alveolo-palatal sibilant fricative consonant
ɕᶣʰ	labio-palatalized aspirated voiceless alveolo-palatal sibilant fricative consonant
ɕ’	voiceless alveolo-palatal ejective sibilant fricative consonant
ɕ’ʲ	palatalized voiceless alveolo-palatal ejective sibilant fricative consonant
ɕ’ʷ	labialized voiceless alveolo-palatal ejective sibilant fricative consonant
ɕ’ʷˤ	labialized pharyngealized voiceless alveolo-palatal ejective sibilant fricative consonant
ɕ’ː	long voiceless alveolo-palatal ejective sibilant fricative consonant
ɕ’ˤ	pharyngealized voiceless alveolo-palatal ejective sibilant fricative consonant
ɖ	voiced retroflex stop consonant
ɖʐ	voiced retroflex sibilant affricate consonant
ɖʐʰ	aspirated voiced retroflex sibilant affricate consonant
ɖʐʰː	aspirated long voiced retroflex sibilant affricate consonant
ɖʐʰˠ	aspirated velarized voiced retroflex sibilant affricate consonant
ɖʐʰˤ	aspirated pharyngealized voiced retroflex sibilant affricate consonant
ɖʐʱ	breathy voiced retroflex sibilant affricate consonant
ɖʐʱː	long breathy voiced retroflex sibilant affricate consonant
ɖʐʱˠ	velarized breathy voiced retroflex sibilant affricate consonant
ɖʐʱˤ	pharyngealized breathy voiced retroflex sibilant affricate consonant
ɖʐʲ	palatalized voiced retroflex sibilant affricate consonant
ɖʐʲʰ	palatalized aspirated voiced retroflex sibilant affricate consonant
ɖʐʲʱ	palatalized breathy voiced retroflex sibilant affricate consonant
ɖʐʲʷ	palatalized labialized voiced retroflex sibilant affricate consonant
ɖʐʲʷʰ	palatalized labialized aspirated voiced retroflex sibilant affricate consonant
ɖʐʲː	palatalized long voiced retroflex sibilant affricate consonant
ɖʐʷ	labialized voiced retroflex sibilant affricate consonant
ɖʐʷʰ	labialized aspirated voiced retroflex sibilant affricate consonant
ɖʐʷʰː	labialized aspirated long voiced retroflex sibilant affricate consonant
ɖʐʷʰˠ	labialized aspirated velarized voiced retroflex sibilant affricate consonant
ɖʐʷʰˤ	labialized aspirated pharyngealized voiced retroflex sibilant affricate consonant
ɖʐʷʱ	labialized breathy voiced retroflex sibilant affricate consonant
ɖʐʷˀ	labialized glottalized voiced retroflex sibilant affricate consonant
ɖʐʷː	labialized long voiced retroflex sibilant affricate consonant
ɖʐʷˠ	labialized velarized voiced retroflex sibilant affricate consonant
ɖʐʷˤ	labialized pharyngealized voiced retroflex sibilant affricate consonant
ɖʐˀ	glottalized voiced retroflex sibilant affricate consonant
ɖʐˠ	velarized voiced retroflex sibilant affricate consonant
ɖʐˠː	velarized long voiced retroflex sibilant affricate consonant
ɖʐˤ	pharyngealized voiced retroflex sibilant affricate consonant
ɖʐˤː	pharyngealized long voiced retroflex sibilant affricate consonant
ɖʐ̃	nasalized voiced retroflex sibilant affricate consonant
ɖʐ̃ː	nasalized long voiced retroflex sibilant affricate consonant
ɖʐ̃ˤ	nasalized pharyngealized voiced retroflex sibilant affricate consonant
ɖʐ̟	advanced voiced retroflex sibilant affricate consonant
ɖʐ̠	retracted voiced retroflex sibilant affricate consonant
ɖʐ̰	creaky voiced retroflex sibilant affricate consonant
ɖʐ̰ʲ	palatalized creaky voiced retroflex sibilant affricate consonant
ɖʐ̰ʷ	labialized creaky voiced retroflex sibilant affricate consonant
ɖʐ̰ː	long creaky voiced retroflex sibilant affricate consonant
ɖʐ̰ˠ	velarized creaky voiced retroflex sibilant affricate consonant
ɖʐ̰ˤ	pharyngealized creaky voiced retroflex sibilant affricate consonant
ɖʐ̰̃	nasalized creaky voiced retroflex sibilant affricate consonant
ɖʐ̺	voiced apical retroflex sibilant affricate consonant
ɖʐ̻	voiced laminal retroflex sibilant affricate consonant
ɖʐᶣ	labio-palatalized voiced retroflex sibilant affricate consonant
ɖʐᶣʰ	labio-palatalized aspirated voiced retroflex sibilant affricate consonant
ɖʰ	aspirated voiced retroflex stop consonant
ɖʰː	aspirated long voiced retroflex stop consonant
ɖʰˠ	aspirated velarized voiced retroflex stop consonant
ɖʰˤ	aspirated pharyngealized voiced retroflex stop consonant
ɖʱ	breathy voiced retroflex stop consonant
ɖʱː	long breathy voiced retroflex stop consonant
ɖʱˠ	velarized breathy voiced retroflex stop consonant
ɖʱˤ	pharyngealized breathy voiced retroflex stop consonant
ɖʲ	palatalized voiced retroflex stop consonant
ɖʲʰ	palatalized aspirated voiced retroflex stop consonant
ɖʲʰː	palatalized aspirated long voiced retroflex stop consonant
ɖʲʱ	palatalized breathy voiced retroflex stop consonant
ɖʲʷ	palatalized labialized voiced retroflex stop consonant
ɖʲʷʰ	palatalized labialized aspirated voiced retroflex stop consonant
ɖʲː	palatalized long voiced retroflex stop consonant
ɖʷ	labialized voiced retroflex stop consonant
ɖʷʰ	labialized aspirated voiced retroflex stop consonant
ɖʷʰː	labialized aspirated long voiced retroflex stop consonant
ɖʷʰˠ	labialized aspirated velarized voiced retroflex stop consonant
ɖʷʰˤ	labialized aspirated pharyngealized voiced retroflex stop consonant
ɖʷʱ	labialized breathy voiced retroflex stop consonant
ɖʷˀ	labialized glottalized voiced retroflex stop consonant
ɖʷː	labialized long voiced retroflex stop consonant
ɖʷˠ	labialized velarized voiced retroflex stop consonant
ɖʷˤ	labialized pharyngealized voiced retroflex stop consonant
ɖˀ	glottalized voiced retroflex stop consonant
ɖː	long voiced retroflex stop consonant
ɖˠ	velarized voiced retroflex stop consonant
ɖˠː	velarized long voiced retroflex stop consonant
ɖˡ	with-lateral-release voiced retroflex stop consonant
ɖˤ	pharyngealized voiced retroflex stop consonant
ɖˤː	pharyngealized long voiced retroflex stop consonant
ɖ̃	nasalized voiced retroflex stop consonant
ɖ̃ː	nasalized long voiced retroflex stop consonant
ɖ̃ˤ	nasalized pharyngealized voiced retroflex stop consonant
ɖ̟	advanced voiced retroflex stop consonant
ɖ̠	retracted voiced retroflex stop consonant
ɖ̩	syllabic voiced retroflex stop consonant
ɖ̩ʲ	syllabic palatalized voiced retroflex stop consonant
ɖ̩ʲː	syllabic palatalized long voiced retroflex stop consonant
ɖ̩ʷ	syllabic labialized voiced retroflex stop consonant
ɖ̩ʷː	syllabic labialized long voiced retroflex stop consonant
ɖ̩ː	syllabic long voiced retroflex stop consonant
ɖ̰	creaky voiced retroflex stop consonant
ɖ̰ʲ	palatalized creaky voiced retroflex stop consonant
ɖ̰ʷ	labialized creaky voiced retroflex stop consonant
ɖ̰ː	long creaky voiced retroflex stop consonant
ɖ̰ˠ	velarized creaky voiced retroflex stop consonant
ɖ̰ˤ	pharyngealized creaky voiced retroflex stop consonant
ɖ̰̃	nasalized creaky voiced retroflex stop consonant
ɖ̺	voiced apical retroflex stop consonant
ɖ̻	voiced laminal retroflex stop consonant
ɖᶣ	labio-palatalized voiced retroflex stop consonant
ɖᶣʰ	labio-palatalized aspirated voiced retroflex stop consonant
ɖⁿ	with-nasal-release voiced retroflex stop consonant
ɗ	voiced dental implosive consonant
ɗʰ	aspirated voiced dental implosive consonant
ɗʰː	aspirated long voiced dental implosive consonant
ɗʱ	breathy voiced dental implosive consonant
ɗʱː	long breathy voiced dental implosive consonant
ɗʱˠ	velarized breathy voiced dental implosive consonant
ɗʱˤ	pharyngealized breathy voiced dental implosive consonant
ɗʲ	palatalized voiced dental implosive consonant
ɗʲʰ	palatalized aspirated voiced dental implosive consonant
ɗʲʰː	palatalized aspirated long voiced dental implosive consonant
ɗʲʱ	palatalized breathy voiced dental implosive consonant
ɗʲʷ	palatalized labialized voiced dental implosive consonant
ɗʲː	palatalized long voiced dental implosive consonant
ɗʷ	labialized voiced dental implosive consonant
ɗʷʰ	labialized aspirated voiced dental implosive consonant
ɗʷʰː	labialized aspirated long voiced dental implosive consonant
ɗʷʱ	labialized breathy voiced dental implosive consonant
ɗʷː	labialized long voiced dental implosive consonant
ɗʷˠ	labialized velarized voiced dental implosive consonant
ɗʷˤ	labialized pharyngealized voiced dental implosive consonant
ɗː	long voiced dental implosive consonant
ɗˠ	velarized voiced dental implosive consonant
ɗˠː	velarized long voiced dental implosive consonant
ɗˡ	with-lateral-release voiced dental implosive consonant
ɗˤ	pharyngealized voiced dental implosive consonant
ɗˤː	pharyngealized long voiced dental implosive consonant
ɗ̃	nasalized voiced dental implosive consonant
ɗ̃ː	nasalized long voiced dental implosive consonant
ɗ̃ˤ	nasalized pharyngealized voiced dental implosive consonant
ɗ̟	advanced voiced dental implosive consonant
ɗ̠	retracted voiced dental implosive consonant
ɗ̥	devoiced voiced dental implosive consonant
ɗ̩	syllabic voiced dental implosive consonant
ɗ̩ʲ	syllabic palatalized voiced dental implosive consonant
ɗ̩ʲː	syllabic palatalized long voiced dental implosive consonant
ɗ̩ʷ	syllabic labialized voiced dental implosive consonant
ɗ̩ʷː	syllabic labialized long voiced dental implosive consonant
ɗ̩ː	syllabic long voiced dental implosive consonant
ɗ̰	creaky voiced dental implosive consonant
ɗ̰ʲ	palatalized creaky voiced dental implosive consonant
ɗ̰ʷ	labialized creaky voiced dental implosive consonant
ɗ̰ː	long creaky voiced dental implosive consonant
ɗ̰ˠ	velarized creaky voiced dental implosive consonant
ɗ̰ˤ	pharyngealized creaky voiced dental implosive consonant
ɗ̰̃	nasalized creaky voiced dental implosive consonant
ɗ̺	voiced apical dental implosive consonant
ɗ̻	voiced laminal dental implosive consonant
ɗᶣ	labio-palatalized voiced dental implosive consonant
ɗ’	voiced dental ejective implosive consonant
ɗⁿ	with-nasal-release voiced dental implosive consonant
ɘ	unrounded close-mid central vowel
ɘˀ	glottalized unrounded close-mid central vowel
ɘː	long unrounded close-mid central vowel
ɘ˞	rhotacized unrounded close-mid central vowel
ɘˠ	velarized unrounded close-mid central vowel
ɘˠː	long velarized unrounded close-mid central vowel
ɘˤ	pharyngealized unrounded close-mid central vowel
ɘˤː	long pharyngealized unrounded close-mid central vowel
ɘ̃	nasalized unrounded close-mid central vowel
ɘ̃ː	long nasalized unrounded close-mid central vowel
ɘ̃ˤ	pharyngealized nasalized unrounded close-mid central vowel
ɘ̆	ultra-short unrounded close-mid central vowel
ɘ̈	centralized unrounded close-mid central vowel
ɘ̘	advanced-tongue-root unrounded close-mid central vowel
ɘ̘ː	long advanced-tongue-root unrounded close-mid central vowel
ɘ̘ˠ	velarized advanced-tongue-root unrounded close-mid central vowel
ɘ̙	retracted-tongue-root unrounded close-mid central vowel
ɘ̙ː	long retracted-tongue-root unrounded close-mid central vowel
ɘ̙ˠ	velarized retracted-tongue-root unrounded close-mid central vowel
ɘ̝	raised unrounded close-mid central vowel
ɘ̞	lowered unrounded close-mid central vowel
ɘ̟	advanced unrounded close-mid central vowel
ɘ̠	retracted unrounded close-mid central vowel
ɘ̤	breathy unrounded close-mid central vowel
ɘ̤ː	long breathy unrounded close-mid central vowel
ɘ̤ˠ	velarized breathy unrounded close-mid central vowel
ɘ̤ˤ	pharyngealized breathy unrounded close-mid central vowel
ɘ̥	devoiced unrounded close-mid central vowel
ɘ̥ː	long devoiced unrounded close-mid central vowel
ɘ̥ˠ	velarized devoiced unrounded close-mid central vowel
ɘ̥ˤ	pharyngealized devoiced unrounded close-mid central vowel
ɘ̥̃	nasalized devoiced unrounded close-mid central vowel
ɘ̥̃ː	long nasalized devoiced unrounded close-mid central vowel
ɘ̥̤	devoiced breathy unrounded close-mid central vowel
ɘ̥̯	non-syllabic devoiced unrounded close-mid central vowel
ɘ̥̯ː	long non-syllabic devoiced unrounded close-mid central vowel
ɘ̥̯̃	non-syllabic nasalized devoiced unrounded close-mid central vowel
ɘ̥̯̃ː	long non-syllabic nasalized devoiced unrounded close-mid central vowel
ɘ̯	non-syllabic unrounded close-mid central vowel
ɘ̯ː	long non-syllabic unrounded close-mid central vowel
ɘ̯̃	non-syllabic nasalized unrounded close-mid central vowel
ɘ̯̃ː	long non-syllabic nasalized unrounded close-mid central vowel
ɘ̰	creaky unrounded close-mid central vowel
ɘ̰ː	long creaky unrounded close-mid central vowel
ɘ̰ˠ	velarized creaky unrounded close-mid central vowel
ɘ̰ˤ	pharyngealized creaky unrounded close-mid central vowel
ɘ̰̃	nasalized creaky unrounded close-mid central vowel
ə	unrounded mid central vowel
əˀ	glottalized unrounded mid central vowel
əː	long unrounded mid central vowel
əˑ	mid-long unrounded mid central vowel
əˑ̠	mid-long retracted unrounded mid central vowel
ə˞	rhotacized unrounded mid central vowel
ə˞ː	long rhotacized unrounded mid central vowel
əˠ	velarized unrounded mid central vowel
əˠː	long velarized unrounded mid central vowel
əˤ	pharyngealized unrounded mid central vowel
əˤː	long pharyngealized unrounded mid central vowel
ə́	unrounded mid central with_high_tone vowel
ə̂	unrounded mid central with_falling_tone vowel
ə̂̆	ultra-short unrounded mid central with_falling_tone vowel
ə̃	nasalized unrounded mid central vowel
ə̃ː	long nasalized unrounded mid central vowel
ə̃ˑ	mid-long nasalized unrounded mid central vowel
ə̃˞	rhotacized nasalized unrounded mid central vowel
ə̃˞ː	long rhotacized nasalized unrounded mid central vowel
ə̃ˤ	pharyngealized nasalized unrounded mid central vowel
ə̃̆	ultra-short nasalized unrounded mid central vowel
ə̄	unrounded mid central with_mid_tone vowel
ə̆	ultra-short unrounded mid central vowel
ə̟̆	ultra-short advanced unrounded mid central vowel
ə̘	advanced-tongue-root unrounded mid central vowel
ə̘ː	long advanced-tongue-root unrounded mid central vowel
ə̘ˠ	velarized advanced-tongue-root unrounded mid central vowel
ə̙	retracted-tongue-root unrounded mid central vowel
ə̙ː	long retracted-tongue-root unrounded mid central vowel
ə̙ˠ	velarized retracted-tongue-root unrounded mid central vowel
ə̝	raised unrounded mid central vowel
ə̞	lowered unrounded mid central vowel
ə̞̆	ultra-short lowered unrounded mid central vowel
ə̟	advanced unrounded mid central vowel
ə̠	retracted unrounded mid central vowel
ə̤	breathy unrounded mid central vowel
ə̤ː	long breathy unrounded mid central vowel
ə̤ˠ	velarized breathy unrounded mid central vowel
ə̤ˤ	pharyngealized breathy unrounded mid central vowel
ə̤̃ː	long nasalized breathy unrounded mid central vowel
ə̥	devoiced unrounded mid central vowel
ə̥ː	long devoiced unrounded mid central vowel
ə̥˞	rhotacized devoiced unrounded mid central vowel
ə̥˞ː	long rhotacized devoiced unrounded mid central vowel
ə̥ˠ	velarized devoiced unrounded mid central vowel
ə̥ˤ	pharyngealized devoiced unrounded mid central vowel
ə̥̃	nasalized devoiced unrounded mid central vowel
ə̥̃ː	long nasalized devoiced unrounded mid central vowel
ə̥̃˞	rhotacized nasalized devoiced unrounded mid central vowel
ə̥̃˞ː	long rhotacized nasalized devoiced unrounded mid central vowel
